Time,X40,X84,X77,X93,X89,X15,X23,X60,X27,X6,X610,X1362,X476,X237,X1032,X1287,X428,X768,X989,X616,X41,X50,X30,X37,X18,X231,X116,X149,X371,X218
2018-03-15 12:00:00,10.592436806328863,0.259,1.503,3.79,5.1,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.24,0.399,0.736,0.179,0.608,0.181,0.218,0.31,0.428,0.542,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.146,1.774,0.381,0.527,0.249
2018-03-15 13:00:00,10.592436806328863,0.688,1.918,3.634,2.508,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.36,0.473,0.634,0.134,0.334,0.16399999999999998,0.14400000000000002,0.314,0.365,0.405,2.146448882614501,4.052733763363052,3.4062254961185685,3.7798955651570116,2.520170258535145,0.273,2.112,0.282,0.447,0.156
2018-03-15 14:00:00,10.592436806328863,0.243,2.02,3.103,4.658,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.343,0.41,0.7140000000000001,0.244,0.336,0.172,0.101,0.393,0.227,0.6459999999999999,2.1413206545020573,4.028801518974449,3.3859794230081595,3.7724149829603566,2.5204282734511394,0.123,2.069,0.131,0.568,0.16
2018-03-15 15:00:00,10.592436806328863,0.29600000000000004,2.1830000000000003,3.089,4.74,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.4370000000000001,0.383,0.728,0.168,0.502,0.16699999999999998,0.097,0.289,0.261,0.637,2.1369125655881565,4.010025474585119,3.369409419295243,3.7664990423805182,2.5206240700726887,0.12,2.395,0.175,0.241,0.14300000000000002
2018-03-15 16:00:00,10.592436806328863,0.275,1.996,3.805,4.517,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.457,0.442,0.684,0.14,0.435,0.171,0.08900000000000001,0.307,0.28,0.653,2.133123489235312,3.9952947273478094,3.355848022892654,3.76182048234012,2.5207696843274285,0.122,1.757,0.196,0.61,0.131
2018-03-15 17:00:00,10.592436806328863,0.193,2.158,3.77,3.974,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.448,0.414,0.6659999999999999,0.303,1.027,0.172,0.25,0.273,0.292,0.535,2.1298664996672434,3.983737718338349,3.3447489624715145,3.758120491821925,2.5208748238317567,0.145,0.18,0.29600000000000004,0.502,0.134
2018-03-15 18:00:00,10.592436806328863,0.179,1.714,3.103,1.878,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.384,0.447,0.81,0.331,0.476,0.16399999999999998,0.354,0.263,0.336,0.406,2.127066877791443,3.974670665927968,3.335665152915695,3.755194392826396,2.52094731829511,0.199,0.208,0.402,0.604,0.209
2018-03-15 19:00:00,10.592436806328863,0.285,1.6130000000000002,0.782,1.711,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.35100000000000003,0.447,0.6829999999999999,0.563,0.279,0.166,0.35700000000000004,0.5429999999999999,0.337,2.02,2.124660397057116,3.9675571091811235,3.328230686130629,3.752880317887681,2.5209934827949776,0.329,0.188,0.416,0.623,0.392
2018-03-15 20:00:00,10.592436806328863,0.625,1.727,0.354,1.717,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.272,0.373,1.122,0.569,0.284,0.16699999999999998,0.362,1.162,0.58,0.901,2.122591850024124,3.9619761676247855,3.3221460917719936,3.751050255804966,2.521018410777556,0.17,0.271,0.446,0.598,0.516
2018-03-15 21:00:00,10.592436806328863,0.6679999999999999,1.706,0.355,1.7080000000000002,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.192,0.32,0.68,0.552,0.365,0.158,0.328,0.507,0.46,1.132,2.120813781840712,3.9575976394477173,3.317166274176535,3.749602970252299,2.5210262103783645,0.181,0.234,0.652,0.457,0.33
2018-03-15 22:00:00,10.592436806328863,0.229,0.4320000000000001,0.385,1.696,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.205,0.418,0.762,0.5489999999999999,0.5820000000000001,0.181,0.301,0.515,0.664,1.239,2.119285401574545,3.95416246479056,3.3130906395783386,3.7484583995348655,2.521020195027403,0.35700000000000004,0.165,0.505,0.37,0.232
2018-03-15 23:00:00,10.592436806328863,0.197,0.371,0.422,1.704,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.331,0.338,0.583,0.196,0.58,0.487,0.255,0.354,0.545,1.29,2.1179716464217337,3.9514673982184254,3.309755015921527,3.747553227694527,2.521003037182369,0.199,0.188,0.319,0.359,0.258
2018-03-16 00:00:00,10.592436806328863,0.149,0.392,0.365,1.622,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.128,0.334,0.255,0.206,0.612,0.311,0.106,0.303,0.222,0.8859999999999999,2.3710493015036134,6.545217930788381,4.803181796623735,4.499756367332668,2.495460086538454,0.133,0.181,0.262,0.371,0.221
2018-03-16 01:00:00,10.592436806328863,0.185,0.396,0.337,1.621,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.103,0.327,0.322,0.19,0.495,0.362,0.134,0.29100000000000004,0.262,0.229,2.3343812194485047,5.984280186473062,4.529291064723587,4.341709406772777,2.5006581841056787,0.149,0.211,0.243,0.403,0.25
2018-03-16 02:00:00,10.592436806328863,0.222,0.378,0.344,1.601,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.093,0.299,0.256,0.16399999999999998,0.484,0.203,0.171,0.245,0.211,0.18,2.302862308343727,5.5441964310217795,4.3051305364191865,4.21671961280801,2.5048384203825966,0.126,0.234,0.211,0.463,0.258
2018-03-16 03:00:00,10.592436806328863,0.14800000000000002,0.409,0.384,1.612,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.078,0.206,0.261,0.316,0.238,0.195,0.12,0.252,0.16699999999999998,0.156,2.2757694880610115,5.198928682907413,4.121670723445206,4.117872735019208,2.5081976973405946,0.105,0.18,0.21600000000000005,0.394,0.242
2018-03-16 04:00:00,10.592436806328863,0.135,0.388,0.407,1.643,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.085,0.209,0.261,0.168,0.239,0.205,0.096,0.217,0.293,0.152,2.2524812180940885,4.928048841487857,3.9715216172174483,4.039700710418957,2.510894826902145,0.113,0.224,0.205,0.278,0.249
2018-03-16 05:00:00,10.592436806328863,0.131,0.404,0.358,1.634,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.083,0.268,0.249,0.192,0.226,0.181,0.098,0.171,0.338,0.15,2.232463238703501,4.715530038650878,3.8486350093247848,3.977879178299764,2.513057899337455,0.12,0.14400000000000002,0.196,0.306,0.242
2018-03-16 06:00:00,10.592436806328863,0.13,0.348,0.36,1.63,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.09,0.496,0.442,0.284,0.265,0.195,0.301,0.225,0.375,0.147,2.215256314382754,4.548798393643348,3.748060861540925,3.9289882629997126,2.5147902262686403,0.099,0.166,0.242,0.3720000000000001,0.305
2018-03-16 07:00:00,10.592436806328863,0.212,0.386,0.358,1.636,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.138,0.5489999999999999,0.705,0.342,0.281,0.215,0.149,0.458,0.342,0.146,2.200465698466787,4.4179890672410975,3.665747911611632,3.890323391442207,2.5161751340189777,0.218,0.215,0.452,0.472,0.192
2018-03-16 08:00:00,10.592436806328863,0.131,0.401,0.328,4.7780000000000005,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.274,0.459,0.763,0.208,0.215,0.182,0.092,0.455,0.7929999999999999,1.402,2.187752077188759,4.315362598984054,3.5983804829497115,3.8597456801561023,2.5172798297042687,0.233,0.273,0.457,0.446,0.098
2018-03-16 09:00:00,10.592436806328863,0.13,0.7509999999999999,2.983,5.7010000000000005,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.281,0.41,0.642,0.16,0.416,0.201,0.092,0.448,0.639,1.4509999999999998,2.176823785431373,4.234846994503936,3.5432449247123112,3.835563615407592,2.518158519441338,0.179,0.212,0.34700000000000003,0.415,0.117
2018-03-16 10:00:00,10.592436806328863,0.14300000000000002,2.167,3.816,5.033,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.172,0.35,0.68,0.192,0.502,0.197,0.128,0.529,0.551,0.7659999999999999,2.1674301155931084,4.171678470097915,3.498120302286753,3.8164394811638735,2.518854923349198,0.188,5.11,0.35600000000000004,0.411,0.214
2018-03-16 11:00:00,10.592436806328863,0.154,2.4730000000000003,3.899,5.164,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.234,0.308,0.614,0.14400000000000002,0.473,0.166,0.281,0.289,0.8109999999999999,0.348,2.159355566067039,4.1221195988530335,3.461188935050357,3.8013153586220114,2.5194043040313767,0.125,2.225,0.211,0.265,0.134
2018-03-16 12:00:00,10.592436806328863,2.23,1.359,3.909,4.767,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.138,0.293,0.564,0.142,0.423,0.177,0.124,0.16,0.278,0.228,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.125,2.135,0.278,0.194,0.105
2018-03-16 13:00:00,10.592436806328863,5.6629999999999985,2.495,3.962,2.903,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.095,0.301,0.5870000000000001,0.227,0.863,0.163,0.08800000000000001,0.185,0.258,0.343,2.146448882614501,4.052733763363052,3.4062254961185685,3.7798955651570116,2.520170258535145,0.104,2.031,0.225,0.28300000000000003,0.1
2018-03-16 14:00:00,10.592436806328863,3.809,2.016,3.778,5.184,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.234,0.391,0.513,0.191,0.777,0.17600000000000002,0.09,0.179,0.443,0.649,2.1413206545020573,4.028801518974449,3.3859794230081595,3.7724149829603566,2.5204282734511394,0.116,1.836,0.157,0.271,0.112
2018-03-16 15:00:00,10.592436806328863,0.7140000000000001,1.601,4.232,4.784,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.151,0.441,0.51,0.14,0.453,0.25,0.108,0.172,0.399,0.443,2.1369125655881565,4.010025474585119,3.369409419295243,3.7664990423805182,2.5206240700726887,0.119,2.267,0.16399999999999998,0.289,0.122
2018-03-16 16:00:00,10.592436806328863,0.436,2.544,3.899,4.16,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.91,0.364,0.532,0.197,0.521,0.212,0.185,0.271,0.244,0.349,2.133123489235312,3.9952947273478094,3.355848022892654,3.76182048234012,2.5207696843274285,0.105,2.615,0.159,0.329,0.096
2018-03-16 17:00:00,10.592436806328863,0.522,2.321,3.422,8.873,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,1.334,0.496,0.522,0.182,0.608,0.162,0.392,0.235,0.26,0.219,2.1298664996672434,3.983737718338349,3.3447489624715145,3.758120491821925,2.5208748238317567,0.119,1.633,0.165,0.6459999999999999,0.113
2018-03-16 18:00:00,10.592436806328863,0.6859999999999999,2.071,1.53,10.459,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.423,0.425,0.555,0.213,0.365,0.175,0.428,0.22,0.14,0.513,2.127066877791443,3.974670665927968,3.335665152915695,3.755194392826396,2.52094731829511,0.109,0.14300000000000002,0.162,0.5429999999999999,0.894
2018-03-16 19:00:00,10.592436806328863,0.386,1.675,0.43,6.901,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.483,0.513,0.6940000000000001,0.454,0.22,0.279,0.377,0.451,0.191,0.748,2.124660397057116,3.9675571091811235,3.328230686130629,3.752880317887681,2.5209934827949776,0.122,0.217,0.81,0.5660000000000001,0.778
2018-03-16 20:00:00,10.592436806328863,0.203,1.455,0.389,4.43,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.517,0.464,0.591,0.344,0.23,0.306,0.329,0.604,0.266,0.6859999999999999,2.122591850024124,3.9619761676247855,3.3221460917719936,3.751050255804966,2.521018410777556,0.354,0.223,0.823,0.5589999999999999,1.147
2018-03-16 21:00:00,10.592436806328863,0.141,0.5579999999999999,0.353,2.376,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.399,0.458,0.598,0.114,0.299,0.3,0.35600000000000004,0.586,0.165,0.747,2.120813781840712,3.9575976394477173,3.317166274176535,3.749602970252299,2.5210262103783645,0.358,0.119,0.6679999999999999,0.601,0.5
2018-03-16 22:00:00,10.592436806328863,0.14300000000000002,0.317,0.35600000000000004,1.932,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.231,0.319,0.594,0.409,0.462,0.218,0.294,0.575,0.241,0.821,2.119285401574545,3.95416246479056,3.3130906395783386,3.7484583995348655,2.521020195027403,0.396,0.126,0.506,0.46,0.418
2018-03-16 23:00:00,10.592436806328863,0.201,0.391,0.354,7.037000000000001,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.193,0.218,0.518,0.329,0.605,0.338,0.16399999999999998,0.578,0.421,0.772,2.1179716464217337,3.9514673982184254,3.309755015921527,3.747553227694527,2.521003037182369,0.375,0.156,0.324,0.4270000000000001,0.4320000000000001
2018-03-17 00:00:00,10.592436806328863,0.14400000000000002,0.34700000000000003,0.329,8.523,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.123,0.224,0.275,0.181,0.536,0.28,0.224,0.3720000000000001,0.358,0.773,2.3710493015036134,6.545217930788381,4.803181796623735,4.499756367332668,2.495460086538454,0.425,0.114,0.44,0.362,0.284
2018-03-17 01:00:00,10.592436806328863,0.188,0.35200000000000004,0.361,3.865,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.122,0.406,0.256,0.159,0.4270000000000001,0.17800000000000002,0.091,0.384,0.264,0.277,2.3343812194485047,5.984280186473062,4.529291064723587,4.341709406772777,2.5006581841056787,0.336,0.187,0.327,0.32299999999999995,0.202
2018-03-17 02:00:00,10.592436806328863,0.145,0.325,0.393,2.073,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.22,0.3670000000000001,0.27,0.193,0.5529999999999999,0.194,0.068,0.284,0.361,0.23,2.302862308343727,5.5441964310217795,4.3051305364191865,4.21671961280801,2.5048384203825966,0.324,0.24,0.289,0.313,0.204
2018-03-17 03:00:00,10.592436806328863,0.142,0.35700000000000004,0.379,2.067,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.14800000000000002,0.344,0.253,0.155,0.265,0.183,0.068,0.133,0.259,0.166,2.2757694880610115,5.198928682907413,4.121670723445206,4.117872735019208,2.5081976973405946,0.145,0.12,0.247,0.3,0.203
2018-03-17 04:00:00,10.592436806328863,0.147,0.376,0.361,2.119,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.209,0.38,0.27,0.18,0.26,0.192,0.263,0.151,0.21,0.161,2.2524812180940885,4.928048841487857,3.9715216172174483,4.039700710418957,2.510894826902145,0.119,0.126,0.3,0.319,0.258
2018-03-17 05:00:00,10.592436806328863,0.175,0.328,0.331,2.106,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.285,0.358,0.276,0.185,0.248,0.194,0.091,0.156,0.185,0.152,2.232463238703501,4.715530038650878,3.8486350093247848,3.977879178299764,2.513057899337455,0.11,0.14800000000000002,0.237,0.266,0.211
2018-03-17 06:00:00,10.592436806328863,0.227,0.366,0.359,2.089,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.122,0.354,0.276,0.245,0.284,0.28300000000000003,0.287,0.197,0.292,0.131,2.215256314382754,4.548798393643348,3.748060861540925,3.9289882629997126,2.5147902262686403,0.193,0.122,0.201,0.222,0.3720000000000001
2018-03-17 07:00:00,10.592436806328863,0.151,0.329,0.36,2.073,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.123,0.631,0.5,0.295,0.266,0.208,0.332,0.38,0.6829999999999999,0.168,2.200465698466787,4.4179890672410975,3.665747911611632,3.890323391442207,2.5161751340189777,0.246,0.175,0.21600000000000005,0.404,0.35100000000000003
2018-03-17 08:00:00,10.592436806328863,0.166,0.5,0.397,2.074,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.271,0.303,0.552,0.369,0.23,0.197,0.236,1.21,0.552,0.284,2.187752077188759,4.315362598984054,3.5983804829497115,3.8597456801561023,2.5172798297042687,0.264,0.233,0.246,0.49,0.451
2018-03-17 09:00:00,10.592436806328863,0.175,0.79,0.403,2.072,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.237,0.361,0.5379999999999999,0.369,0.266,0.285,0.133,0.471,1.209,0.773,2.176823785431373,4.234846994503936,3.5432449247123112,3.835563615407592,2.518158519441338,0.277,0.127,0.343,0.507,0.217
2018-03-17 10:00:00,10.592436806328863,0.16399999999999998,5.2879999999999985,0.382,2.061,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.29,0.405,0.531,0.316,0.278,0.326,0.436,0.419,0.6,1.414,2.1674301155931084,4.171678470097915,3.498120302286753,3.8164394811638735,2.518854923349198,0.271,0.127,0.324,0.464,0.14800000000000002
2018-03-17 11:00:00,10.592436806328863,0.211,8.987,0.355,2.069,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.203,0.379,0.517,0.271,0.224,0.206,0.32299999999999995,1.09,0.389,1.1840000000000002,2.159355566067039,4.1221195988530335,3.461188935050357,3.8013153586220114,2.5194043040313767,0.255,0.14300000000000002,0.31,0.376,0.106
2018-03-17 12:00:00,10.592436806328863,2.607,2.08,0.35100000000000003,2.083,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.13,0.478,0.51,0.454,0.921,0.157,0.242,1.247,0.414,1.328,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.326,0.128,0.391,0.318,0.108
2018-03-17 13:00:00,10.592436806328863,4.641,0.763,0.355,2.077,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.16,0.524,0.516,0.205,0.897,0.162,0.226,0.451,0.564,1.338,2.146448882614501,4.052733763363052,3.4062254961185685,3.7798955651570116,2.520170258535145,0.29,0.193,0.205,0.307,0.408
2018-03-17 14:00:00,10.592436806328863,4.377,7.507999999999999,1.231,2.069,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.16899999999999998,0.348,0.522,0.209,1.022,0.153,0.302,0.363,0.192,0.382,2.1413206545020573,4.028801518974449,3.3859794230081595,3.7724149829603566,2.5204282734511394,0.271,0.208,0.16899999999999998,0.305,0.496
2018-03-17 15:00:00,10.592436806328863,2.001,1.412,1.991,2.083,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.076,0.428,0.588,0.127,0.746,0.158,0.265,0.348,0.265,0.262,2.1369125655881565,4.010025474585119,3.369409419295243,3.7664990423805182,2.5206240700726887,0.434,0.13699999999999998,0.255,0.305,0.162
2018-03-17 16:00:00,10.592436806328863,0.454,9.468,0.914,2.085,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.09,0.413,0.514,0.246,0.403,0.16899999999999998,1.1840000000000002,0.32,0.123,0.82,2.133123489235312,3.9952947273478094,3.355848022892654,3.76182048234012,2.5207696843274285,0.312,0.127,0.212,0.384,0.18
2018-03-17 17:00:00,10.592436806328863,1.656,9.556,0.363,2.0780000000000003,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.204,0.395,0.499,0.37,0.529,0.16399999999999998,0.493,0.344,0.29100000000000004,1.601,2.1298664996672434,3.983737718338349,3.3447489624715145,3.758120491821925,2.5208748238317567,0.273,0.119,0.162,0.443,0.173
2018-03-17 18:00:00,10.592436806328863,4.37,9.601,0.349,2.13,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.35100000000000003,0.496,0.752,0.393,0.964,0.16,0.41,0.436,0.226,1.4340000000000002,2.127066877791443,3.974670665927968,3.335665152915695,3.755194392826396,2.52094731829511,0.28,0.151,0.162,0.444,0.309
2018-03-17 19:00:00,10.592436806328863,4.162,9.135,0.359,2.155,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.451,0.45,0.655,0.525,1.065,0.16399999999999998,0.405,0.585,0.26,0.6409999999999999,2.124660397057116,3.9675571091811235,3.328230686130629,3.752880317887681,2.5209934827949776,0.373,0.223,0.163,0.568,0.502
2018-03-17 20:00:00,10.592436806328863,3.941,9.515,0.35700000000000004,2.169,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.845,0.463,0.654,0.453,0.617,0.524,0.317,0.3670000000000001,0.252,1.014,2.122591850024124,3.9619761676247855,3.3221460917719936,3.751050255804966,2.521018410777556,0.478,0.15,0.377,0.54,0.531
2018-03-17 21:00:00,10.592436806328863,4.198,9.553,0.353,2.168,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.469,0.41,0.617,0.35700000000000004,0.726,0.234,0.282,0.416,0.361,0.81,2.120813781840712,3.9575976394477173,3.317166274176535,3.749602970252299,2.5210262103783645,0.417,0.16,0.34600000000000003,0.478,0.6940000000000001
2018-03-17 22:00:00,10.592436806328863,0.7559999999999999,9.156,0.354,2.153,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.196,0.384,0.413,0.289,0.66,0.17,0.22,0.542,0.775,1.295,2.119285401574545,3.95416246479056,3.3130906395783386,3.7484583995348655,2.521020195027403,0.379,0.128,0.195,0.5479999999999999,0.526
2018-03-17 23:00:00,10.592436806328863,0.35600000000000004,1.392,0.349,2.156,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.171,0.236,0.271,0.348,0.442,0.165,0.266,0.5589999999999999,0.732,1.069,2.1179716464217337,3.9514673982184254,3.309755015921527,3.747553227694527,2.521003037182369,0.333,0.11,0.202,0.414,0.434
2018-03-18 00:00:00,10.592436806328863,0.188,0.35700000000000004,0.329,2.081,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.157,0.34700000000000003,0.274,0.304,0.473,0.154,0.221,0.294,0.42,0.76,2.3710493015036134,6.545217930788381,4.803181796623735,4.499756367332668,2.495460086538454,0.201,0.204,0.259,0.313,0.337
2018-03-18 01:00:00,10.592436806328863,0.196,0.363,0.407,2.07,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.104,0.328,0.248,0.243,0.452,0.166,0.076,0.136,0.23,0.258,2.3343812194485047,5.984280186473062,4.529291064723587,4.341709406772777,2.5006581841056787,0.107,0.214,0.262,0.289,0.3670000000000001
2018-03-18 02:00:00,10.592436806328863,0.22,0.363,0.43,2.065,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.12,0.365,0.264,0.228,0.435,0.149,0.08,0.139,0.22,0.219,2.302862308343727,5.5441964310217795,4.3051305364191865,4.21671961280801,2.5048384203825966,0.14,0.114,0.172,0.313,0.289
2018-03-18 03:00:00,10.592436806328863,0.14400000000000002,0.319,0.399,2.03,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.112,0.293,0.259,0.228,0.258,0.16,0.079,0.153,0.258,0.196,2.2757694880610115,5.198928682907413,4.121670723445206,4.117872735019208,2.5081976973405946,0.106,0.16,0.161,0.31,0.228
2018-03-18 04:00:00,10.592436806328863,0.139,0.363,0.3670000000000001,2.073,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.115,0.197,0.256,0.226,0.207,0.154,0.232,0.161,0.121,0.17600000000000002,2.2524812180940885,4.928048841487857,3.9715216172174483,4.039700710418957,2.510894826902145,0.103,0.11,0.16699999999999998,0.281,0.22
2018-03-18 05:00:00,10.592436806328863,0.15,0.354,0.358,2.063,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.087,0.215,0.257,0.222,0.263,0.179,0.32299999999999995,0.182,0.31,0.166,2.232463238703501,4.715530038650878,3.8486350093247848,3.977879178299764,2.513057899337455,0.108,0.127,0.175,0.319,0.298
2018-03-18 06:00:00,10.592436806328863,0.162,0.34,0.334,2.067,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.093,0.331,0.254,0.29,0.24,0.16899999999999998,0.326,0.22,0.198,0.202,2.215256314382754,4.548798393643348,3.748060861540925,3.9289882629997126,2.5147902262686403,0.11,0.244,0.3,0.32299999999999995,0.442
2018-03-18 07:00:00,10.592436806328863,0.149,0.371,0.361,2.064,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.54,0.332,0.3,0.213,0.233,0.162,0.237,0.324,0.468,0.182,2.200465698466787,4.4179890672410975,3.665747911611632,3.890323391442207,2.5161751340189777,0.094,0.155,0.381,0.366,0.439
2018-03-18 08:00:00,10.592436806328863,0.183,0.335,0.35700000000000004,2.055,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.429,0.328,0.59,0.158,0.209,0.152,0.174,0.275,0.373,1.398,2.187752077188759,4.315362598984054,3.5983804829497115,3.8597456801561023,2.5172798297042687,0.19,0.127,0.489,0.395,0.6629999999999999
2018-03-18 09:00:00,10.592436806328863,0.142,0.326,0.35600000000000004,2.07,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.438,0.342,0.662,0.462,0.443,0.155,0.109,0.424,0.414,1.61,2.176823785431373,4.234846994503936,3.5432449247123112,3.835563615407592,2.518158519441338,0.287,0.16,0.311,0.556,0.4270000000000001
2018-03-18 10:00:00,10.592436806328863,0.259,0.531,0.354,2.076,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.4270000000000001,0.21600000000000005,0.637,0.211,0.258,0.139,0.087,0.29100000000000004,0.617,1.2009999999999998,2.1674301155931084,4.171678470097915,3.498120302286753,3.8164394811638735,2.518854923349198,0.402,0.112,0.29100000000000004,0.416,0.459
2018-03-18 11:00:00,10.592436806328863,0.8079999999999999,0.764,0.4,2.057,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.414,0.197,0.62,0.185,0.195,0.157,0.085,0.222,0.309,0.93,2.159355566067039,4.1221195988530335,3.461188935050357,3.8013153586220114,2.5194043040313767,0.266,0.171,0.208,0.486,0.388
2018-03-18 12:00:00,10.592436806328863,0.742,0.858,0.3720000000000001,2.059,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.418,0.343,0.594,0.18,0.226,0.269,0.081,0.19,0.35700000000000004,0.294,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.19,0.245,0.222,0.578,0.255
